station_id,name,state,lat,lon,elevation_m
USW00003054,MULESHOE 19 S,TX,33.9558,-102.7739,1140.6
USW00012974,ORANGE GROVE,TX,27.9,-98.05,78.3
USW00093914,PALESTINE 2 NE,TX,31.7831,-95.6039,141.7
USW00022016,PANTHER JUNCTION 2 N,TX,29.3483,-103.2092,1065.0
USW00023906,PORT ARANSAS 32 NNE,TX,28.3044,-96.8231,4.6
USW00012957,PORT ISABEL CAMERON CO AP,TX,26.1597,-97.3378,5.2
USW00000471,PRESIDIO LELY INTL AP,TX,29.6342,-104.3614,896.1
USW00023021,REESE AFB,TX,33.6,-102.05,1014.1
USW00093984,TEMPLE DRAUGHTON MIL,TX,31.15,-97.4167,207.9
USW00013959,WACO RGNL AP,TX,31.6181,-97.2283,151.8
USW00012953,WHARTON RGNL AP,TX,29.2661,-96.0075,30.5
USW00023040,WINK FAA AP,TX,31.78,-103.2017,858.3
USW00053185,BEAVER 15 E,UT,38.2731,-112.3769,3088.2
USW00053004,BLUFF 32 NW,UT,37.6011,-109.9886,1959.3
USW00004138,BRIGHAM CITY 28 WNW,UT,41.6164,-112.5436,1509.1
USW00053165,DELTA 4 NE,UT,39.3872,-112.5094,1451.2
USW00024122,FAIRFIELD CAA AP,UT,40.35,-112.05,1513.9
USW00053014,MEXICAN HAT 10 NW,UT,37.2508,-109.9878,1939.7
USW00023176,MILFORD MUNI AP,UT,38.4225,-113.0108,1533.4
USW00053174,PRICE 3 E,UT,39.6081,-110.7508,1778.5
USW00004143,PROVO 22 E,UT,40.2817,-111.2397,2379.9
USW00053166,ST. GEORGE 15 NE,UT,37.2158,-113.3794,1041.5
USW00053149,TORREY 7 E,UT,38.3028,-111.2936,1891.0
USW00094030,VERNAL MUNI AP,UT,40.4431,-109.5128,1605.1
USW00013769,OCEANA NAS,VA,36.8167,-76.0333,7.0
USW00013780,RICHMOND CHIMBORAZO PK,VA,37.5333,-77.4167,49.4
USW00013740,RICHMOND INTL AP,VA,37.5117,-77.3233,50.6
USW00013741,ROANOKE-BLACKSBURG RGNL AP,VA,37.3172,-79.9736,346.9
USW00013742,URBANNA WB CITY,VA,37.6333,-76.5667,9.1
USW00093739,WALLOPS IS NASA TEST FACILITY,VA,37.9372,-75.4661,9.8
USW00093734,WASHINGTON DULLES WB A,VA,38.9833,-77.4667,85.0
USW00013743,WASHINGTON REAGAN NATL AP,VA,38.8472,-77.0344,4.0
USW00014742,BURLINGTON INTL AP,VT,44.4683,-73.15,101.2
USW00094705,MONTPELIER AP,VT,44.205,-72.5656,336.8
USW00054742,SAINT JOHNSBURY ASOS,VT,44.42,-72.0194,212.4
USW00024247,ARLINGTON NAAS,WA,48.2,-122.1833,41.1
USW00024217,BELLINGHAM INTL AP,WA,48.7992,-122.5406,45.7
USW00094297,COUPEVILLE NOLF,WA,48.2167,-122.6333,60.7
USW00024219,DALLESPORT AP,WA,45.6189,-121.1658,71.3
USW00094119,DEER PARK AP,WA,47.9742,-117.4292,672.1
USW00024147,LA CROSSE WB CITY,WA,46.8167,-117.8833,452.0
USW00094290,SEATTLE SAND PT WFO,WA,47.6872,-122.2553,18.3
USW00094227,SHELTON AP,WA,47.2383,-123.1414,84.1
USW00094176,SPOKANE FELTS FLD,WA,47.6858,-117.3214,594.7
USW00024238,STEVENSON WB CITY,WA,45.7167,-121.8333,96.9
USW00094103,WALLA WALLA WSO CITY,WA,46.0333,-118.3333,289.3
USW00094929,ASHLAND KENNEDY MEM AP,WI,46.5467,-90.9183,250.2
USW00094994,BOSCOBEL AP,WI,43.1561,-90.6775,203.0
USW00004845,KENOSHA RGNL AP,WI,42.5953,-87.9383,223.4
USW00094811,MADISON TRUAX,WI,43.1333,-89.3333,262.1
USW00094897,MANITOWOC,WI,44.1333,-87.6667,198.4
USW00054903,NECEDAH 5 WNW,WI,44.0603,-90.1736,284.4
USW00004841,SHEBOYGAN CO MEM AP,WI,43.7747,-87.8492,228.9
USW00013729,ELKINS- RANDOLPH CO AP,WV,38.89,-79.8556,595.9
USW00013867,PARKERSBURG,WV,39.2811,-81.5572,189.0
USW00003804,PARKERSBURG AP,WV,39.3394,-81.4439,245.4
USW00013738,PETERSBURG WB CITY,WV,39.0,-79.1167,307.8
USW00024089,CASPER-NATRONA CO AP,WY,42.8978,-106.4736,1621.2
USW00024045,CODY MUNICIPAL AP,WY,44.5167,-109.0167,1553.9
USW00094023,GILLETTE CAMPBELL CO AP,WY,44.3397,-105.5417,1330.1
USW00024048,GREYBULL S BIG HORN CO AP,WY,44.5172,-108.0753,1190.2
USW00094078,LANDER 11 SSE,WY,42.6753,-108.6686,1759.6
USW00024057,RAWLINS AP,WY,41.8064,-107.1953,2063.2
USW00024029,SHERIDAN AP,WY,44.7603,-106.9742,1210.4
USW00024031,SINCLAIR CAA AP,WY,41.8,-107.05,2000.1
USW00094088,SUNDANCE 8 NNW,WY,44.5169,-104.4364,1765.4
